product_id,customer_state,avg_review_score_state,normalized_delay,expected_category_score,expected_score,exceeds
0009406fd7479715e4bef61dd91f2462,SP,1.0,0.4139072847682119,3.4533366772,2.0239754697496686,False
000b8f95fcb9e0096488278317764d19,RS,5.0,0.402317880794702,3.7201514573,2.2234680067637416,True
000d9be29b5207b54e86aa1b1ac54872,SP,5.0,0.3807947019867549,3.9465592571,2.4437304009195366,True
0011c512eb256aa0dbbb544d8dffcf6e,MG,1.0,0.3807947019867549,3.7326589646,2.311282206556954,False
001795ec6f1b187d37335e1c4704762e,GO,1.0,0.3807947019867549,3.8014885453000002,2.353901847586424,False
001795ec6f1b187d37335e1c4704762e,SP,3.0,0.4056291390728477,3.8014885453000002,2.259494019474669,True
001b237c0e9bb435f2e54071129237e9,SP,5.0,0.4105960264900662,3.4533366772,2.0354103594092714,True
001b72dfd63e9833e8c02742adf472e3,GO,5.0,0.4006622516556291,3.4585112713,2.0728163579645695,True
001b72dfd63e9833e8c02742adf472e3,RJ,4.5,0.3890728476821192,3.4585112713,2.1128984422346027,True
001b72dfd63e9833e8c02742adf472e3,RN,1.0,0.4105960264900662,3.4585112713,2.0384602857331124,False
001b72dfd63e9833e8c02742adf472e3,RS,1.0,0.3642384105960264,3.4585112713,2.1987886228132454,False
001b72dfd63e9833e8c02742adf472e3,SP,5.0,0.4271523178807947,3.4585112713,1.9812001653473508,True
001c5d71ac6ad696d22315953758fa04,PR,5.0,0.2814569536423841,3.4533366772,2.4813710561337747,True
00210e41887c2a8ef9f791ebc780cc36,MG,1.0,0.4039735099337748,3.8398687929,2.28866351894702,False
00210e41887c2a8ef9f791ebc780cc36,SP,5.0,0.41280353200883,3.8398687929,2.254757392740397,True
002159fe700ed3521f46cfcf6e941c76,MG,5.0,0.423841059602649,4.0913398693,2.3572620439013243,True
00250175f79f584c14ab5cecd80553cd,SP,3.0,0.4437086092715231,3.7201514573,2.069488227901987,True
002c6dab60557c48cfd6c2222ef7fd76,SP,5.0,0.4437086092715231,3.8860400594,2.161770629070199,True
0030e635639c898b323826589761cf23,SP,5.0,0.3642384105960264,3.8984571536,2.478489316196027,True
003128f981470c3e5a2e7445e4a771cd,SP,5.0,0.4403973509933774,3.784694732,2.1179251977086095,True
0036bb031e69d915cd384d1b3838b5d3,SP,5.0,0.3874172185430463,3.8984571536,2.388127726543047,True
