product_id,customer_state,normalized_delay
0009406fd7479715e4bef61dd91f2462,SP,0.4139072847682119
000b8f95fcb9e0096488278317764d19,RS,0.402317880794702
000d9be29b5207b54e86aa1b1ac54872,SP,0.38079470198675497
0011c512eb256aa0dbbb544d8dffcf6e,MG,0.38079470198675497
001795ec6f1b187d37335e1c4704762e,GO,0.38079470198675497
001795ec6f1b187d37335e1c4704762e,SP,0.4056291390728477
001b237c0e9bb435f2e54071129237e9,SP,0.4105960264900662
001b72dfd63e9833e8c02742adf472e3,GO,0.40066225165562913
001b72dfd63e9833e8c02742adf472e3,RJ,0.3890728476821192
001b72dfd63e9833e8c02742adf472e3,RN,0.4105960264900662
001b72dfd63e9833e8c02742adf472e3,RS,0.36423841059602646
001b72dfd63e9833e8c02742adf472e3,SP,0.4271523178807947
001c5d71ac6ad696d22315953758fa04,PR,0.2814569536423841
00210e41887c2a8ef9f791ebc780cc36,MG,0.40397350993377484
00210e41887c2a8ef9f791ebc780cc36,SP,0.41280353200883
002159fe700ed3521f46cfcf6e941c76,MG,0.423841059602649
00250175f79f584c14ab5cecd80553cd,SP,0.44370860927152317
002c6dab60557c48cfd6c2222ef7fd76,SP,0.44370860927152317
0030e635639c898b323826589761cf23,SP,0.36423841059602646
003128f981470c3e5a2e7445e4a771cd,SP,0.44039735099337746
0036bb031e69d915cd384d1b3838b5d3,SP,0.38741721854304634
003c0b8f6580c850bd2e32044d2ac307,SP,0.4271523178807947
004154251837f6ac124ad4374b3a8148,PR,0.423841059602649
0043c62d00db47eff6a6bc4cf6bfaeda,BA,0.38079470198675497
0043d1a25ef08fb6f41b8fa6f91742ab,RJ,0.48344370860927155
0044d70d4e53450c0fbb8255446a797b,DF,0.41721854304635764
004636c889c7c3dad6631f136b7fa082,SP,0.4304635761589404
004ffcbfa5aac82212a95bc972ea8a85,SC,0.4139072847682119
005030ef108f58b46b78116f754d8d38,MG,0.4139072847682119
005030ef108f58b46b78116f754d8d38,PI,0.4470198675496689
005030ef108f58b46b78116f754d8d38,SP,0.4155629139072848
00636f9286f69c9f1bdabe76e670fb50,MG,0.3344370860927152
0067f97995b0c3a86739734dc87ee6b6,RJ,0.4370860927152318
006baa9a5b8f95895f15273a35bc2664,MG,0.4139072847682119
006baa9a5b8f95895f15273a35bc2664,SP,0.41721854304635764
006c67546bfe73c33b83f6bd1ad58c36,SP,0.4470198675496689
0075c14603d80515e20908c156ceb47b,MG,0.39403973509933776
0075c14603d80515e20908c156ceb47b,RJ,0.39403973509933776
007c63ae4b346920756b5adcad8095de,BA,0.37748344370860926
007c63ae4b346920756b5adcad8095de,GO,0.41721854304635764
0085dddda27567189f1dfd1eda7c286e,RS,0.3543046357615894
00878d953636afec00d3e85d55a12e7f,BA,0.48344370860927155
00878d953636afec00d3e85d55a12e7f,GO,0.4271523178807947
00878d953636afec00d3e85d55a12e7f,SP,0.4271523178807947
